שבדית,Skill,Hebrew,Translation,Gender,Form,Number,Type,Niqqud,Transliteration,Process,Notes
22,Occupations,רופאה,"doctor (f, s)",Feminine,Absolute,Singular,Noun,רוֹפְאָה,rof’a,Checked,28349183
22,Occupations,רופאים,"doctor (m, p)",Masculine,Absolute,Singular,Noun,רוֹפְאִים,rof’im,Checked,"20274525, 16705150"
22,Occupations,מלצר,"waiter (m, s)",Masculine,Absolute,Plural,Noun,מֶלְצַר,meltzar,Checked,"16667820, 29217936"
22,Occupations,מלצרית,"waitress (f, s)",Feminine,Absolute,Singular,Noun,מֶלְצַרִית,meltzarit,Checked,
22,Occupations,מהנדס,"engineer (m, s)",Masculine,Absolute,Plural,Noun,מְהַנְדֵּס,mᵉhandes,Checked,17848896
22,Occupations,מהנדסת,"engineer (f, s)",Feminine,Absolute,Singular,Noun,מְּהַנְדֶּסֶת,mᵉhandeset,Checked,
22,Occupations,טבח,"cook (m, s)",Masculine,Absolute,Plural,Noun,טַבָּח,tabbaḥ,Checked,"18078394, 16559348, 19122426"
22,Occupations,טבחית,"cook (f, s)",Feminine,Absolute,Singular,Noun,טַבָּחִית,tabbaḥit,Checked,
22,Occupations,טבחים,"cook (m, p)",Masculine,Absolute,Singular,Noun,טַבָּחִים,tabbaḥim,Checked,"18932547, 18412529"
22,Occupations,טבחיות,"cook (f, p)",Feminine,Absolute,Plural,Noun,טַבָּחיוֹת,tabbaḥyot,Checked,20227431
22,Occupations,מקצוע,profession,Masculine,Absolute,Singular,Noun,מִקְצוֹעַ,miqtzoa‘,Checked,
23,Conjunctions,אך,"but, however, nevertheless",,Present,,Conjunction,אַךְ,’akh,Checked,"19868640, 16402132"
23,Conjunctions,אלא,"but, only, however",,Present,,Conjunction,אֶלָּא,’ella’,Checked,"17708909, 16336259, 32907497"
23,Conjunctions,עדיין,still,,Present,,Adverb,עַדַיִין,‘adayin,Checked,"20388588, 23155497, 27134505"
23,Conjunctions,אבל,but,,Present,,Conjunction,אֲבָל,’aval,Checked,"22625680, 20340651, 36825962"
23,Conjunctions,כי,"because, for, since",,,,Conjunction,כִּי,ki,Checked,
23,Conjunctions,אם,"if, whether",,,,Conjunction,אִם,’im,Checked,
23,Conjunctions,אפילו,even,,Present,,Adverb,אֲפִילּוּ,’afilu,Checked,"19085749, 23211499"
23,Conjunctions,לכן,"that's why, therefore",Feminine,Absolute,Plural,Phrase,לָכֶן,lakhen,Checked,17208525
23,Conjunctions,חוץ ממנו,except for him,,Present,,Preposition,חוּץ מִמֶּנּוּ,ḥutz mimmennu,Checked,"20131228, 17398754"
23,Conjunctions,חוץ מנחשים,except for snakes,,Present,,Preposition,חוּץ מִנְּחָשִׁים,ḥutz minᵉḥashim,Checked,16380271
23,Conjunctions,כשיש,when there is,,Present,,Phrase,כְּשֶׁיֵּשׁ,ksheyyesh,Checked,"32770801, 17416515"
23,Conjunctions,למרות,"despite, even though, although",,Present,,Adverb,לַמְרוֹת,lamrot,Checked,
23,Conjunctions,אז,so,,Present,,Adverb,אָז,’az,Checked,
23,Conjunctions,רק,only,,Present,,Adverb,רַק,raq,Checked,"17533141, 19023451"
23,Conjunctions,כבר,already,,Present,,Adverb,כְּבָר,kvar,Checked,
23,Conjunctions,גם,also,,Present,,Adverb,גַּם,gam,Checked,
23,Conjunctions,בזמן שאני,while I,,Present,,Conjunction,בִּזְמַן שֶׁאֲנִי,bizman she’ani,Checked,16487910
23,Conjunctions,בגלל,because of,,Present,,Preposition,בִּגְלַל,biglal,Checked,"17189787, 24228461"
23,Conjunctions,אף על פי,even though,,Present,,Conjunction,אַף עַל פִּי,’af ‘al pi,Checked,"18166571, 16658445"
24,Prepositions 2,נמצאת,is founI am / you f. sg. are / she / it is (found),Feminine,Present,Singular,Verb,נִמְצֵאת,nimtze’t,Checked,"21430847, 17802221"
24,Prepositions 2,לפני,before,,Present,,Preposition,לִפְנֵי,lifnei,Checked,
24,Prepositions 2,לפניי,before me,Masculine,Absolute,Singular,Preposition,לְפָנַי,lᵉfanay,Checked,16712003
24,Prepositions 2,לפניך (לפנייך),"in front of you (m, s)",Masculine,Present,Singular,Preposition,לְפָנֶיְךָ,lᵉfaneykha,Checked,
24,Prepositions 2,לפייך (לפנייך),"in front of you (f, s)",Feminine,Absolute,Singular,Preposition,לְפָנַיִךְ,lᵉfanayikh,Checked,16612486
24,Prepositions 2,לפניו,before him,,Present,Singular,Preposition,לְפָנָיו,lᵉfanayw,Checked,21038068
24,Prepositions 2,מול,"opposite, in front of",,Present,,Preposition,מוּל,mul,Checked,
24,Prepositions 2,מולי,"in front of, before me",,Present,Singular,Preposition,מוּלִי,muli,Checked,23276391
24,Prepositions 2,מולו,opposite him,Masculine,Present,Singular,Preposition,מוּלוֹ,mulo,Checked,16879801
24,Prepositions 2,מולנו,opposite us,,Present,Plural,Preposition,מוּלֵנוּ,mulenu,Checked,"16770014, 17008935"
24,Prepositions 2,אחרי,after,,Present,,Preposition,אַחֲרֵי,’aḥarei,Checked,"28517688, 28420290"
24,Prepositions 2,אחריך,after you (m),Masculine,Present,Singular,Preposition,אַחֲרֶיךָ,’aḥarekha,Checked,"19397324, 16519168, 17215486"
24,Prepositions 2,אחריה,after her,Feminine,Present,Singular,Preposition,אַחֲרֶיהָ,’aḥareha,Checked,17243672
24,Prepositions 2,בלי,without,,Present,,Preposition,בְּלִי,bli,Checked,"44356444, 16251796"
24,Prepositions 2,בלעדיי,without me,Masculine,Absolute,Singular,Preposition,בִּלְעָדַי,bil‘aday,Checked,"16612633, 20845901"
24,Prepositions 2,בלעדיה,without her,Feminine,Present,Singular,Preposition,בִּלְעֲדֵיהָ,bil‘adeiha,Checked,"17358887, 21927576"
24,Prepositions 2,בלעדינו,without us,,Present,Plural,Preposition,בִּלְעֲדֵינוּ,bil‘adeinu,Checked,"31179125, 29423882"
24,Prepositions 2,מעל,above,,Present,,Preposition,מֵעַל,me‘al,Checked,"22428839, 17319981"
24,Prepositions 2,מעליך,"above you (m, s)",Masculine,Absolute,Singular,Preposition,מֵעַלֶיךָ,me‘alekha,Checked,"16683266, 25323641"
24,Prepositions 2,מעלינו,above us,,Present,Plural,Preposition,מֵעָלֵינוּ,me‘aleinu,Checked,"19306369, 28901850"
24,Prepositions 2,מעליהן,above them (f),Feminine,Present,Plural,Preposition,מֵעַלֵיהֶן,me‘aleihen,Checked,22710162
24,Prepositions 2,מתחת,below,,Present,,Preposition,מִתַּחַת,mittaḥat,Checked,"19326107, 19971029"
24,Prepositions 2,מתחתיי,below me,Masculine,Absolute,Singular,Preposition,מִתַּחְתַּי,mitaḥtay,Checked,17165995
24,Prepositions 2,מתחתיו,below him,Masculine,Present,Singular,Preposition,מִתַּחְתָּיו,mitaḥtayw,Checked,"18012320, 20032805"
24,Prepositions 2,מאחורי,behind me,,Present,Singular,Preposition,מֵאֲחוֹרַי,me’aḥoray,Checked,"16668019, 46093925, 16376869"
24,Prepositions 2,מאחוריך,"behind you (m, s)",Masculine,Present,Singular,Preposition,מֵאֲחוֹרֶיךָ,me’aḥorekha,Checked,"17215486, 24329004"
24,Prepositions 2,מאחורינו,behind us,,Present,Plural,Preposition,מֵאֲחוֹרֵינוּ,me’aḥoreinu,Checked,27963146
24,Prepositions 2,על,"on, over, about",,Absolute,,Preposition,עַל,‘al,Checked,
24,Prepositions 2,עליי,"on, over, about me",Masculine,Absolute,Singular,Preposition,עָלַי,‘alay,Checked,"19321308, 16985851"
24,Prepositions 2,עליך (עלייך),"on, over, about you (m,s)",Masculine,Absolute,Singular,Preposition,עָלֶיְךָ,‘aleykha,Checked,
24,Prepositions 2,עליך (עלייך),"on, over, about you (f, s)",Masculine,Absolute,Singular,Preposition,עָלַיִךְ,‘alayikh,Checked,"17050730, 25698881"
24,Prepositions 2,עליו,"on, over, about him",,Absolute,Singular,Preposition,עָלָיו,‘alayw,Checked,"24172463, 17374060"
24,Prepositions 2,עליה,"on, over, about her",Feminine,Absolute,Singular,Preposition,עָלֶיהָ,‘aleha,Checked,43088783
24,Prepositions 2,עלינו,"on, over, about us",,Absolute,Plural,Preposition,עָלֵינוּ,‘aleinu,Checked,"17452310, 19954039"
24,Prepositions 2,עליכם,"on, over, about you (m, p)",Masculine,Absolute,Plural,Preposition,עֲלֵיכֶם,‘aleikhem,Checked,17126888
24,Prepositions 2,עליכן,"on, over, about you (f, p)",Feminine,Absolute,Plural,Preposition,עֲלֵיכֶן,‘aleikhen,Checked,16327791
24,Prepositions 2,עליהם,"on, over, about them (m)",Masculine,Absolute,Plural,Preposition,עֲלֵיהֶם,‘aleihem,Checked,16775734
24,Prepositions 2,עליהן,"on, over, about them (f)",Feminine,Absolute,Plural,Preposition,עֲלֵיהֶן,‘aleihen,Checked,17885802
24,Prepositions 2,אל,to,,Absolute,,Preposition,אֶל,’el,Checked,
24,Prepositions 2,אליי,to me,Masculine,Absolute,Singular,Preposition,אֵלַי,’elay,Checked,21159322
24,Prepositions 2,אליך (אלייך),"to you (m, s)",Masculine,Absolute,Singular,Preposition,אֵלֶיְךָ,’eleykha,Checked,"17050683, 20142233"
24,Prepositions 2,אליך (אלייך),"to you (f, s)",Feminine,Absolute,Singular,Preposition,אֵלַיִךְ,’elayikh,Checked,
24,Prepositions 2,אליו,to him,Masculine,Absolute,Singular,Preposition,אֵלָיו,’elayw,Checked,"16495562, 19987671"
24,Prepositions 2,אליה,to her,Feminine,Absolute,Singular,Preposition,אֵלֶיְהָ,’eleyha,Checked,22601428
24,Prepositions 2,אלינו,to us,,Absolute,Plural,Preposition,אֵלֵינוּ,’eleinu,Checked,16259435
24,Prepositions 2,אליכם,"to you (m, p)",Masculine,Absolute,Plural,Preposition,אֵלֵיכֶם,’eleikhem,Checked,22786840
24,Prepositions 2,אליכן,"to you (f, p)",Feminine,Absolute,Plural,Preposition,אֵלֵיכֶן,’eleikhen,Checked,20595189
24,Prepositions 2,אליהם,to them (m),Masculine,Absolute,Plural,Preposition,אֵלֵיהֶם,’eleihem,Checked,19320774
24,Prepositions 2,אליהן,to them (f),Feminine,Absolute,Plural,Preposition,אֵלֵיהֶן,’eleihen,Checked,25572240
24,Prepositions 2,אצל,at (some place),,Absolute,,Preposition,אֵצֶל,’etzel,Checked,"16663550, 18636917"
24,Prepositions 2,אצלי,"at my place, at mine",,Absolute,Singular,Preposition,אֵצְלִי,’etzli,Checked,"16347711, 17178508, 34632380"
24,Prepositions 2,אצלךָ,"at your place (m, s) [do you have]",Masculine,Absolute,Singular,Preposition,אֵצְלְךָ,’etzlᵉkha,Checked,16882019
24,Prepositions 2,אצלךְ,"at your place (f, s)",Feminine,Absolute,Singular,Preposition,אֶצְלֵךְ,’etzlekh,Checked,
24,Prepositions 2,אצלו,at his place,Masculine,Absolute,Singular,Preposition,אֵצְלוֹ,’etzlo,Checked,16696602
24,Prepositions 2,אצלה,at her place,Feminine,Absolute,Singular,Preposition,אֶצְלָהּ,’etzlah,Checked,
24,Prepositions 2,אצלנו,at our place,Masculine,Absolute,Plural,Preposition,אֶצְלֵנוּ,’etzlenu,Checked,
24,Prepositions 2,אצלכם,"at your (m, p) place",Masculine,Absolute,Plural,Preposition,אֶצְלְכֶם,’etzlᵉkhem,Checked,
24,Prepositions 2,אצלכן,"at yor (f, p) place",Feminine,Absolute,Plural,Preposition,אֶצְלְכֶן,’etzlᵉkhen,Checked,
24,Prepositions 2,אצלהם,at their (m) place,Masculine,Absolute,Plural,Preposition,אֶצְלָם,’etzlam,Checked,
24,Prepositions 2,אצלהן,at their (f) place,Feminine,Absolute,Plural,Preposition,אֶצְלָן,’etzlan,Checked,
24,Prepositions 2,בין,between,,Absolute,,Preposition,בֵּין,bein,Checked,
24,Prepositions 2,ביני,between me,,Absolute,Singular,Preposition,בֵּינִי,beini,Checked,16410165
24,Prepositions 2,בינךָ,"between you (m,s)",Masculine,Absolute,Singular,Preposition,בֵּינְךָ,beinᵉkha,Checked,16410165
24,Prepositions 2,בינינו,between us,,Absolute,Plural,Preposition,בֵּינֵינוּ,beineinu,Checked,"17708310, 16971124"
24,Prepositions 2,ביניהם,between them,,Absolute,Plural,Preposition,בֵּינֵיהֶם,beineihem,Checked,"36389076, 17323419"
24,Prepositions 2,"פנים, בפנים",inside,,Absolute,,Preposition,"פְּנִים, בִּפְנִים","pᵉnim, bifnim",Checked,"16454682, 20396004, 16291531"
24,Prepositions 2,"חוץ, בחוץ",outside,,Absolute,,Preposition,"חוּץ, בַּחוּץ","ḥutz, baḥutz",Checked,"25808305, 17031703, 26249258, 20131228, 19676521"
24,Prepositions 2,מחוץ ל-,"from outside, outside of, out of",,Absolute,,Preposition,מִחוּץ,miḥutz,Checked,
24,Prepositions 2,נמצא,"I am / you m. sg. are / he / it is found, present",Masculine,Present,Singular,Verb,נִמְצָא,nimtza’,Checked,16777622
24,Prepositions 2,נמצאת,"I am / you f. sg. are / she / it is found, present",Feminine,Present,Singular,Verb,נִמְצֵאת,nimtze’t,Checked,21430847
24,Prepositions 2,נמצאים,"we / you m. pl. / they m. are found, present",Masculine,Present,Plural,Verb,נִמְצָאִים,nimtza’im,Checked,"17608181, 16291531"
24,Prepositions 2,נמצאות,"we / you f. pl. / they f. are found, present",Feminine,Present,Plural,Verb,נִמְצָאוֹת,nimtza’ot,Checked,16921521
25,Possessives 2,ציפוריי,my birds,,Absolute,Singular,Phrase,צִפּוֹרַי,tzipporay,Checked,16363384
25,Possessives 2,ציפורייך,"your (f, s) birds",Feminine,Absolute,Singular,Phrase,צִפֳּרַיִךְ,tzipporayikh,Checked,
25,Possessives 2,ציפוריכם,"your (m, p) birds",Masculine,Absolute,Plural,Phrase,צִפּוֹרֵיכֶם,tzipporeikhem,Checked,23062637
25,Possessives 2,חולצתי,my shirt,,Absolute,Singular,Phrase,חוּלְצָתִי,ḥulᵉtzati,Checked,17335163
25,Possessives 2,חולצותיי,my shirts,,Absolute,Singular,Phrase,חוּלְצוֹתַי,ḥulᵉtzotay,Checked,16820861
25,Possessives 2,חולצתו,his shirt,Masculine,Absolute,Singular,Phrase,חוּלְצָתוֹ,ḥulᵉtzato,Checked,20386181
25,Possessives 2,חולצותיו,his shirts,Masculine,Absolute,Plural,Phrase,חוּלְצוֹתָיו,ḥulᵉtzotayw,Checked,16864763
25,Possessives 2,חולצתנו,our shirt,,Absolute,Singular,Phrase,חוּלְצָתֵנוּ,ḥulᵉtzatenu,Checked,16816731
25,Possessives 2,חולצותיהם,their (m) shirts,Masculine,Absolute,Plural,Phrase,חוּלְצוֹתֵיהֶם,ḥulᵉtzoteihem,Checked,22120570
25,Possessives 2,שמלתךְ,"your (f, s) dress",Feminine,Absolute,Singular,Phrase,שִׂמְלָתֵךְ,simlatekh,Checked,17295505
25,Possessives 2,שמלתה,her dress,Feminine,Absolute,Singular,Phrase,שִׂמְלָתָהּ,simlatah,Checked,16699838
25,Possessives 2,מסעדתי,my restaurant,,Absolute,Singular,Phrase,מִסעֲדָתִי,mis‘adati,Checked,16272181
25,Possessives 2,מסעדתו,his restaurant,Masculine,Absolute,Singular,Phrase,מִסעֲדָתוֹ,mis‘adato,Checked,16644072
25,Possessives 2,מסעדותיו,his restaurants,Masculine,Absolute,Plural,Phrase,מִסעֲדוֹתָיו,mis‘adotayv,Checked,16347934
25,Possessives 2,מסעדותיה,her restaurants,Feminine,Absolute,Singular,Phrase,מִסְעָדוֹתֶיהָ,mis‘adoteha,Checked,17577026
25,Possessives 2,מסעדתנו,our restaurant,,Absolute,Singular,Phrase,מִסעֲדָתֵנוּ,mis‘adatenu,Checked,17205092
25,Possessives 2,מסעדותיכם,"your (m, p) restaurants",Masculine,Absolute,Plural,Phrase,מִסעֲדוֹתֵיכֶם,mis‘adoteikhem,Checked,22997081
25,Possessives 2,כלבת,female dog,Feminine,Construct,Singular,Phrase,כַּלְבָּת,kalbat,Checked,
25,Possessives 2,כלבתי,"my female dog (m,f)",,Absolute,Singular,Noun,כַּלְבָּתִי,kalbati,Checked,
25,Possessives 2,כלבתה,her female dog,Feminine,Absolute,Singular,Noun,כַּלְבָּתָה,kalbata,Checked,18190131
25,Possessives 2,כלבה,her dog (f),Feminine,Absolute,Singular,Noun,כַּלְבָּה,kalba,Checked,
25,Possessives 2,כלבו,his dog (m),Masculine,Absolute,Singular,Noun,כַּלְבּוֹ,kalbo,Checked,
25,Possessives 2,כלביה,her dogs,Feminine,Absolute,Plural,Phrase,כְּלָבֶיהָ,klaveha,Checked,
25,Possessives 2,כלביו,his dogs,Masculine,Absolute,Plural,Phrase,כְּלָבָיו,klavayv,Checked,
25,Possessives 2,כלבינו,our dogs,Masculine,Absolute,Plural,Noun,כְּלָבֵינוּ,kalbeinu,Checked,16701504
25,Possessives 2,כלבִי,my dog,,Absolute,Singular,Phrase,כַּלְבִּי,kalbi,Checked,
25,Possessives 2,כלבם,Their dog,Masculine,Absolute,Singular,Noun,כַּלְבָּם,kalbam,Checked,
25,Possessives 2,ילדתי,"my daughter (m, f)",,Absolute,Singular,Phrase,יַלְדָּתִי,yaldati,Checked,
25,Possessives 2,ילדתכן,your daughter (f),Feminine,Absolute,Singular,Phrase,יַלְדָּתְכֶן,yaldatkhen,Checked,
25,Possessives 2,ילדתכם,your daughter (m),Masculine,Absolute,Singular,Phrase,יַלְדַּתְכֶם,yaldatkhem,Checked,
25,Possessives 2,ילדתו,his daughter,Masculine,Absolute,Singular,Phrase,יַלְדָּתוֹ,yaldato,Checked,
25,Possessives 2,אמי,"my mother (m, f)",,Absolute,Singular,Phrase,אִמִּי,’immi,Checked,
25,Possessives 2,אמךְ,your mother,Feminine,Absolute,Singular,Phrase,אִמֵּךְ,’immekh,Checked,
25,Possessives 2,אמךָ,your mother,Masculine,Absolute,Singular,Phrase,אִמְּךָ,’immkha,Checked,
25,Possessives 2,אמה,her mother,Feminine,Absolute,Singular,Phrase,אִמָּה,’imma,Checked,
25,Possessives 2,אמו,his mother,Masculine,Absolute,Singular,Phrase,אִמּוֹ,’immo,Checked,
25,Possessives 2,אמנו,"our mother (m, f)",,Absolute,Singular,Phrase,אִמֵּנוּ,’immenu,Checked,
25,Possessives 2,ילדִי,"my child (m, f)",,Absolute,Singular,Phrase,יַלְדִּי,yaldi,Checked,
25,Possessives 2,ילדו,his child (m),Masculine,Absolute,Singular,Phrase,יַלְדּוֹ,yaldo,Checked,
25,Possessives 2,ילדה,her child (f),Masculine,Absolute,Singular,Phrase,יַלְדָּהּ,yaldah,Checked,
25,Possessives 2,ילדיו,"his children, boys (m)",Masculine,Absolute,Plural,Phrase,יְלָדָיו,yᵉladayv,Checked,
25,Possessives 2,ילדיה,"her children, boys (f)",Feminine,Absolute,Plural,Phrase,יְלָדֶיהָ,yᵉladeha,Checked,
25,Possessives 2,ילדינו,our children,Masculine,Absolute,Plural,Phrase,יַלְדֵּנוּ,yaldenu,Checked,
25,Possessives 2,ילדיהם,their children,Masculine,Absolute,Plural,Phrase,יְלָדֵיהֶם,yaldeihem,Checked,
25,Possessives 2,ילדיהן,their children (f),Feminine,Absolute,Plural,Phrase,יַלְדֵיהֶן,yaldeihen,Checked,
25,Possessives 2,ילדותיי,"my girls (m, f)",,Absolute,Plural,Phrase,יַלְדוֹתַי ,yaldotay,Checked,
25,Possessives 2,ילדותינו,"my girls (m, f)",,Absolute,Plural,Phrase,יַלְדוֹתֵינוּ,yaldoteinu,Checked,
25,Possessives 2,ילדותייךְ,your girls (f),Feminine,Absolute,Singular,Phrase,יַלְדוֹתַיִךְ ,yaldotayikh,Checked,
25,Possessives 2,ילדותייךָ,your girls (m),Masculine,Absolute,Singular,Phrase,יַלְדוֹתֶיךָ,yaldotekha,Checked,
25,Possessives 2,ילדותיו,his girls (m),Masculine,Absolute,Singular,Phrase,יַלְדוֹתָיו,yaldotayv,Checked,
25,Possessives 2,ילדותיה,her girls (f),Feminine,Absolute,Singular,Phrase,יַלְדוֹתֶיהָ,yaldoteha,Checked,
25,Possessives 2,אבי,"my father (m, f)",,Absolute,Singular,Phrase,אָבִי,’avi,Checked,
25,Possessives 2,אביךָ,your father (m),Masculine,Absolute,Singular,Phrase,אָבִיךָ,’avikha,Checked,
25,Possessives 2,אביךְ,your father (f),Feminine,Absolute,Singular,Phrase,אָבִיךְ,’avikha,Checked,
25,Possessives 2,אביכם,your father (m),Masculine,Absolute,Plural,Phrase,אֲבִיכֶם,’avikhem,Checked,
25,Possessives 2,אביכן,your father (f),Feminine,Absolute,Plural,Phrase,אֲבִיכֶן,’avikhen,Checked,
25,Possessives 2,אבינו,"our father (m, f)",,Absolute,Plural,Phrase,אָבִינוּ,’avinu,Checked,
26,Verbs: Present - Pi'el,מבזבז,"wastes (m,s)",Masculine,Present,Singular,Verb,מְבַזְבֵּז,mᵉvazbez,Checked,
26,Verbs: Present - Pi'el,מבזבזת,"wastes (f,s)",Feminine,Present,Singular,Verb,מְבַזְבֶּזֶת,mᵉvazbezet,Checked,
26,Verbs: Present - Pi'el,מבזבזים,"waste (m,p)",Masculine,Present,Plural,Verb,מְבַזְבְּזִים,mᵉvazbᵉzim,Checked,
26,Verbs: Present - Pi'el,מבזבזות,"waste (f,p)",Feminine,Present,Plural,Verb,מְבַזְבְּזוֹת,mᵉvazbᵉzot,Checked,
26,Verbs: Present - Pi'el,מאשר,"approves, confirms (m,s)",Masculine,Present,Singular,Verb,מְאַשֵּׁר,mᵉ’ashsher,Checked,
26,Verbs: Present - Pi'el,מאשרת,"approves, confirms (f,s)",Feminine,Present,Singular,Verb,מְאַשֶּׁרֶת,mᵉ’ashsheret,Checked,
26,Verbs: Present - Pi'el,מאשרים,"approves, confirms (m,p)",Masculine,Present,Plural,Verb,מְאַשְּׁרִים,mᵉ’ashshrim,Checked,
26,Verbs: Present - Pi'el,מאשרות,"approves, confirms (f,p)",Feminine,Present,Plural,Verb,מְאַשְּׁרוֹת,mᵉ’ashshrot,Checked,
26,Verbs: Present - Pi'el,מרחם,"pities (m,s)",Masculine,Present,Singular,Verb,מְרַחֵם,mᵉraḥem,Checked,
26,Verbs: Present - Pi'el,מרחמת,"pity (f,s)",Feminine,Present,Singular,Verb,מְרַחֶמֶת,mᵉraḥemet,Checked,
26,Verbs: Present - Pi'el,מרחמים,"pity (m,p)",Masculine,Present,Plural,Verb,מְרַחֲמִים,mᵉraḥamim,Checked,
26,Verbs: Present - Pi'el,מרחמות,"pity (f,p)",Feminine,Present,Plural,Verb,מְרַחֲמוֹת,mᵉraḥamot,Checked,
26,Verbs: Present - Pi'el,מסדר,"arranges, organizes (m,s)",Masculine,Present,Singular,Verb,מְסַדֵּר,mᵉsadder,Checked,
26,Verbs: Present - Pi'el,מסדרת,"arranges, organizes (f,s)",Feminine,Present,Singular,Verb,מְסַדֶּרֶת,mᵉsadderet,Checked,
26,Verbs: Present - Pi'el,מסדרים,"arranges, organizes (m,p)",Masculine,Present,Plural,Verb,מְסַדְּרִים,mᵉsaddrim,Checked,
26,Verbs: Present - Pi'el,מסדרות,"arranges, organizes (f,p)",Feminine,Present,Plural,Verb,מְסַדְּרוֹת,mᵉsaddrot,Checked,
26,Verbs: Present - Pi'el,מבקש,"asks for, requests (m,s)",Masculine,Present,Singular,Verb,מְבַקֵּשׁ,mᵉvaqqesh,Checked,
26,Verbs: Present - Pi'el,מבקשת,"asks for, requests (f,s)",Feminine,Present,Singular,Verb,מְבַקֶּשֶׁת,mᵉvaqqeshet,Checked,
26,Verbs: Present - Pi'el,מבקשים,"asks for, requests (m,p)",Masculine,Present,Plural,Verb,מְבַקְּשִׁים,mᵉvaqqshim,Checked,
26,Verbs: Present - Pi'el,מבקשות,"ask for, request (f,p)",Feminine,Present,Plural,Verb,מְבַקְּשׁוֹת,mᵉvaqqshot,Checked,
26,Verbs: Present - Pi'el,מכבד,"honor (m,s)",Masculine,Present,Singular,Verb,מְכַבֵּד,mᵉkhabbed,Checked,
26,Verbs: Present - Pi'el,מכבדת,"honors (f,s)",Feminine,Present,Singular,Verb,מְכַבֶּדֶת,mᵉkhabbedet,Checked,
26,Verbs: Present - Pi'el,מכבדים,"honor (m,p)",Masculine,Present,Plural,Verb,מְכַבְּדִים,mᵉkhabbdim,Checked,
26,Verbs: Present - Pi'el,מכבדות,"honor (f,p)",Feminine,Present,Plural,Verb,מְכַבְּדוֹת,mᵉkhabbdot,Checked,
26,Verbs: Present - Pi'el,מספק,"supply (m,s)",Masculine,Present,Singular,Verb,מְסַפֵּק,mᵉsappeq,Checked,
26,Verbs: Present - Pi'el,מספקת,"supplies (f,s)",Feminine,Present,Singular,Verb,מְסַפֵּקֶת,mᵉsappeqet,Checked,
26,Verbs: Present - Pi'el,מספקים,"supply (m,p)",Masculine,Present,Plural,Verb,מְסַפְּקִים,mᵉsappqim,Checked,
26,Verbs: Present - Pi'el,מספקות,"supply (f,p)",Feminine,Present,Plural,Verb,מְסַפְּקוֹת,mᵉsappqot,Checked,
26,Verbs: Present - Pi'el,מטפס,"climbs (m,s)",Masculine,Present,Singular,Verb,מְטַפֵּס,mᵉtappes,Checked,
26,Verbs: Present - Pi'el,מטפסת,"climbs (f,s)",Feminine,Present,Singular,Verb,מְטַפֶּסֶת,mᵉtappeset,Checked,
26,Verbs: Present - Pi'el,מטפסים,"climb (m,p)",Masculine,Present,Plural,Verb,מְטַפְּסִים,mᵉtappsim,Checked,
26,Verbs: Present - Pi'el,מטפסות,"climb (f,p)",Feminine,Present,Plural,Verb,מְטַפְּסוֹת,mᵉtappsot,Checked,
26,Verbs: Present - Pi'el,מפספס,"misses (not emotion) (m,s)",Masculine,Present,Singular,Verb,מְפַסְפֵס,mᵉfasfes,Checked,
26,Verbs: Present - Pi'el,מפספסת,"misses (not emotion) (f,s)",Feminine,Present,Singular,Verb,מְפַסְפֶסֶת,mᵉfasfeset,Checked,
26,Verbs: Present - Pi'el,מפספסים,"misses (not emotion) (m,p)",Masculine,Present,Plural,Verb,מְפַסְפְסִים,mᵉfasfᵉsim,Checked,
26,Verbs: Present - Pi'el,מפספסות,"misses (not emotion) (f,p)",Feminine,Present,Plural,Verb,מְפַסְפְסוֹת,mᵉfasfᵉsot,Checked,
26,Verbs: Present - Pi'el,מגלח,"shaves (m,s)",Masculine,Present,Singular,Verb,מְגַלֵּחַ,mᵉgalleaḥ,Checked,
26,Verbs: Present - Pi'el,מגלחת,"shaves (f,s)",Feminine,Present,Singular,Verb,מְגַלַּחַת,mᵉgallaḥat,Checked,
26,Verbs: Present - Pi'el,מגלחים,"shaves (m,p)",Masculine,Present,Plural,Verb,מְגַלְּחִים,mᵉgallḥim,Checked,
26,Verbs: Present - Pi'el,מגלחות,"shaves (f,p)",Feminine,Present,Plural,Verb,מְגַלְּחוֹת,mᵉgallḥot,Checked,
26,Verbs: Present - Pi'el,מתקן,"fixes, repairs (m,s)",Masculine,Present,Singular,Verb,מְתַקֵּן,mᵉtaqqen,Checked,
26,Verbs: Present - Pi'el,מתקנת,"fixes, repairs (f,s)",Feminine,Present,Singular,Verb,מְתַקֶּנֶת,mᵉtaqqenet,Checked,
26,Verbs: Present - Pi'el,מתקנים,"fix, repair (m,p)",Masculine,Present,Plural,Verb,מְתַקְּנִים,mᵉtaqqnim,Checked,
26,Verbs: Present - Pi'el,מתקנות,"fix, repair (f,p)",Feminine,Present,Plural,Verb,מְתַקְּנוֹת,mᵉtaqqnot,Checked,
26,Verbs: Present - Pi'el,מתאר,"describes (m,s)",Masculine,Present,Singular,Verb,מְתַאֵר,mᵉta’er,Checked,
26,Verbs: Present - Pi'el,מתארת,"describes (f,s)",Feminine,Present,Singular,Verb,מְתָאֶרֶת,mᵉta’aret,Checked,
26,Verbs: Present - Pi'el,מתארים,"describe (m,p)",Masculine,Present,Plural,Verb,מְתָאֲרִים,mᵉta’arim,Checked,
